lat,lon,false_alarm_rate,miss_rate,mean_mae,mae_2019,mae_2020,mae_2021
10,78,0.1111111111111111,1.0,24.0,24.0,,
12,76,0.22727272727272727,0.15384615384615385,2.6666666666666665,1.0,3.0,4.0
12,78,0.05,0.9230769230769231,11.0,,11.0,
14,76,0.10526315789473684,0.5384615384615384,7.0,10.0,1.0,10.0
14,78,0.15,0.7692307692307693,6.0,,6.0,
14,80,0.13513513513513514,0.3333333333333333,4.333333333333333,4.0,2.0,7.0
16,74,0.14285714285714285,0.16666666666666666,3.0,2.0,4.0,3.0
16,76,0.2727272727272727,0.5384615384615384,7.333333333333333,9.0,4.0,9.0
16,78,0.10526315789473684,0.5833333333333334,7.333333333333333,10.0,2.0,10.0
16,80,0.23076923076923078,0.6428571428571429,6.5,4.0,9.0,
18,74,0.28,0.6666666666666666,9.0,10.0,8.0,9.0
18,76,0.2692307692307692,0.3333333333333333,5.666666666666667,9.0,0.0,8.0
18,78,0.25,0.3333333333333333,6.0,6.0,3.0,9.0
18,80,0.23076923076923078,0.38461538461538464,6.0,4.0,3.0,11.0
18,82,0.25806451612903225,0.3333333333333333,6.0,5.0,2.0,11.0
20,74,0.2222222222222222,0.6666666666666666,7.5,7.0,,8.0
20,76,0.2962962962962963,0.5,8.333333333333334,6.0,10.0,9.0
20,78,0.2903225806451613,0.38461538461538464,5.666666666666667,5.0,4.0,8.0
20,80,0.2727272727272727,0.46153846153846156,7.0,8.0,4.0,9.0
20,82,0.17857142857142858,0.25,3.6666666666666665,0.0,5.0,6.0
20,84,0.11538461538461539,0.08333333333333333,3.3333333333333335,3.0,1.0,6.0
22,70,0.15384615384615385,0.6923076923076923,8.5,11.0,,6.0
22,72,0.07407407407407407,0.5384615384615384,4.0,3.0,,5.0
22,74,0.16666666666666666,0.42857142857142855,2.5,4.0,,1.0
22,76,0.17857142857142858,0.4166666666666667,3.5,5.0,,2.0
22,78,0.23076923076923078,0.75,10.0,8.0,,12.0
22,80,0.2857142857142857,0.6428571428571429,11.0,9.0,13.0,11.0
22,82,0.1724137931034483,0.3333333333333333,4.666666666666667,2.0,4.0,8.0
22,84,0.1935483870967742,0.5,7.666666666666667,12.0,3.0,8.0
22,86,0.23333333333333334,0.25,3.3333333333333335,6.0,0.0,4.0
22,88,0.2413793103448276,0.25,4.0,7.0,1.0,4.0
24,72,0.0,1.0,,,,
24,74,0.13043478260869565,0.7692307692307693,5.0,5.0,,
24,76,0.08571428571428572,0.08333333333333333,1.6666666666666667,0.0,0.0,5.0
24,78,0.13793103448275862,0.8333333333333334,5.0,5.0,,
24,80,0.2619047619047619,0.6923076923076923,14.0,6.0,13.0,23.0
24,82,0.24242424242424243,0.6153846153846154,10.666666666666666,11.0,8.0,13.0
24,84,0.16129032258064516,0.4166666666666667,6.666666666666667,8.0,2.0,10.0
24,86,0.28125,0.6153846153846154,10.333333333333334,18.0,9.0,4.0
24,88,0.26666666666666666,0.46153846153846156,10.0,24.0,5.0,1.0
24,92,0.10526315789473684,0.25,3.0,5.0,1.0,3.0
26,72,0.15151515151515152,0.7692307692307693,7.0,,7.0,
26,74,0.2222222222222222,0.6428571428571429,12.0,5.0,22.0,9.0
26,76,0.175,0.6666666666666666,8.5,,5.0,12.0
26,78,0.18181818181818182,0.9230769230769231,15.5,11.0,,20.0
26,80,0.22916666666666666,0.5384615384615384,10.0,4.0,7.0,19.0
26,82,0.20588235294117646,0.75,10.0,11.0,9.0,
26,84,0.07142857142857142,0.3076923076923077,4.666666666666667,3.0,3.0,8.0
26,92,0.0,0.15384615384615385,1.6666666666666667,3.0,0.0,2.0
26,94,0.16666666666666666,0.21428571428571427,3.0,3.0,2.0,4.0
28,74,0.24444444444444444,0.23076923076923078,4.333333333333333,4.0,4.0,5.0
28,76,0.2222222222222222,0.6666666666666666,12.0,11.0,20.0,5.0
28,78,0.20930232558139536,0.5,5.0,5.0,5.0,
28,80,0.21621621621621623,0.8333333333333334,9.5,9.0,10.0,
28,96,0.09523809523809523,0.25,4.333333333333333,3.0,2.0,8.0
30,76,0.1724137931034483,0.7857142857142857,5.0,5.0,,
30,78,0.22727272727272727,0.6666666666666666,13.666666666666666,8.0,26.0,7.0
32,76,0.23684210526315788,0.7692307692307693,10.0,10.0,10.0,
32,78,0.2653061224489796,0.7142857142857143,12.666666666666666,4.0,21.0,13.0
34,74,0.16,0.6666666666666666,28.0,4.0,52.0,
34,76,0.16326530612244897,0.7777777777777778,32.0,8.0,56.0,
34,78,0.2222222222222222,0.8888888888888888,21.0,29.0,,13.0
