lat,lon,false_alarm_rate,miss_rate,mean_mae,mae_2019,mae_2020,mae_2021
10,78,0.5135135135135135,0.0,15.722222222222221,45.166666666666664,2.0,0.0
12,76,0.2857142857142857,0.0,2.7539682539682544,2.3333333333333335,1.5,4.428571428571429
12,78,0.23809523809523808,0.07692307692307693,2.607142857142857,0.25,7.571428571428571,0.0
14,76,0.34782608695652173,0.07692307692307693,2.793650793650794,3.6666666666666665,4.714285714285714,0.0
14,78,0.058823529411764705,0.23076923076923078,1.222222222222222,0.6666666666666666,3.0,0.0
14,80,0.3235294117647059,0.4166666666666667,10.793650793650793,8.333333333333334,8.714285714285714,15.333333333333334
16,74,0.05263157894736842,0.08333333333333333,1.777777777777778,2.5,0.3333333333333333,2.5
16,76,0.11764705882352941,0.15384615384615385,1.0888888888888888,1.6666666666666667,1.6,0.0
16,78,0.058823529411764705,0.3333333333333333,1.5,2.0,2.5,0.0
16,80,0.09523809523809523,0.2857142857142857,1.75,3.0,2.25,0.0
18,74,0.19047619047619047,0.16666666666666666,2.361111111111111,4.75,0.0,2.3333333333333335
18,76,0.2608695652173913,0.08333333333333333,3.9499999999999997,7.25,4.6,0.0
18,78,0.125,0.08333333333333333,2.8666666666666667,2.8,3.8,2.0
18,80,0.13636363636363635,0.07692307692307693,2.8111111111111113,2.8333333333333335,3.6,2.0
18,82,0.3548387096774194,0.0,6.340740740740741,2.8,4.0,12.222222222222221
20,74,0.27586206896551724,0.08333333333333333,3.5277777777777772,6.0,0.3333333333333333,4.25
20,76,0.13636363636363635,0.16666666666666666,2.111111111111111,3.0,0.0,3.3333333333333335
20,78,0.125,0.07692307692307693,2.6333333333333333,0.8,4.6,2.5
20,80,0.3125,0.0,3.5749999999999997,5.375,4.6,0.75
20,82,0.16,0.08333333333333333,3.1166666666666667,4.5,2.6,2.25
20,84,0.2857142857142857,0.08333333333333333,3.3888888888888893,3.0,5.166666666666667,2.0
22,70,0.08333333333333333,0.46153846153846156,2.8333333333333335,1.0,7.0,0.5
22,72,0.17857142857142858,0.38461538461538464,4.4523809523809526,5.857142857142857,7.0,0.5
22,74,0.35294117647058826,0.2857142857142857,6.3809523809523805,6.142857142857143,7.0,6.0
22,76,0.26666666666666666,0.3333333333333333,4.333333333333333,4.4,2.0,6.6
22,78,0.23076923076923078,0.25,2.73015873015873,4.857142857142857,0.0,3.3333333333333335
22,80,0.15384615384615385,0.21428571428571427,2.588888888888889,3.6,3.6666666666666665,0.5
22,82,0.07692307692307693,0.0,2.0,0.75,4.0,1.25
22,84,0.3235294117647059,0.0,4.695238095238095,6.571428571428571,6.714285714285714,0.8
22,86,0.2222222222222222,0.0,3.3000000000000003,2.8,4.5,2.6
22,88,0.3076923076923077,0.0,3.4761904761904763,2.5714285714285716,5.857142857142857,2.0
24,72,0.1111111111111111,0.5833333333333334,5.388888888888888,3.6666666666666665,12.0,0.5
24,74,0.21739130434782608,0.5384615384615384,8.4,3.2,12.0,10.0
24,76,0.3055555555555556,0.16666666666666666,5.333333333333333,5.0,5.0,6.0
24,78,0.1935483870967742,0.08333333333333333,3.9166666666666665,3.8333333333333335,5.666666666666667,2.25
24,80,0.34146341463414637,0.07692307692307693,10.323809523809524,4.4,5.5,21.071428571428573
24,82,0.24242424242424243,0.0,4.1309523809523805,7.142857142857143,4.0,1.25
24,84,0.2727272727272727,0.0,4.211111111111111,4.8,5.833333333333333,2.0
24,86,0.37142857142857144,0.07692307692307693,5.597222222222222,9.125,4.0,3.6666666666666665
24,88,0.45454545454545453,0.0,7.294444444444444,14.583333333333334,1.8,5.5
24,92,0.0,0.08333333333333333,1.5166666666666666,0.0,2.8,1.75
26,72,0.18181818181818182,0.6923076923076923,7.25,6.0,8.5,
26,74,0.3488372093023256,0.5714285714285714,9.38888888888889,6.25,18.916666666666668,3.0
26,76,0.19444444444444445,0.16666666666666666,6.185185185185186,3.5,3.1666666666666665,11.88888888888889
26,78,0.3157894736842105,0.38461538461538464,10.333333333333334,5.0,12.0,14.0
26,80,0.37777777777777777,0.0,10.693376068376068,6.875,5.666666666666667,19.53846153846154
26,82,0.2571428571428571,0.0,5.816666666666666,9.75,6.2,1.5
26,84,0.16666666666666666,0.0,3.9499999999999997,2.25,6.6,3.0
26,92,0.0,0.0,0.8666666666666667,0.0,1.8,0.8
26,94,0.0,0.0,0.5333333333333333,0.8,0.8,0.0
28,74,0.05555555555555555,0.7692307692307693,4.25,0.5,,8.0
28,76,0.29545454545454547,0.5,13.618181818181817,,14.636363636363637,12.6
28,78,0.23076923076923078,0.0,4.708333333333333,4.0,7.125,3.0
28,80,0.2972972972972973,0.08333333333333333,6.238095238095238,5.714285714285714,10.0,3.0
28,96,0.19047619047619047,0.5,3.1333333333333333,3.0,6.4,0.0
30,76,0.16129032258064516,0.42857142857142855,7.111111111111112,1.3333333333333333,13.0,7.0
30,78,0.2727272727272727,0.16666666666666666,9.376262626262626,4.333333333333333,19.545454545454547,4.25
32,76,0.10526315789473684,0.46153846153846156,5.638888888888888,3.25,8.666666666666666,5.0
32,78,0.1836734693877551,0.5714285714285714,10.977777777777776,8.666666666666666,9.666666666666666,14.6
34,74,0.28,0.3333333333333333,19.055555555555554,7.166666666666667,41.0,9.0
34,76,0.0,1.0,,,,
34,78,0.0,1.0,,,,
